Tipo Titulo;Vencimento do Titulo;Mes Estoque;PU;Quantidade;Valor Estoque
Tesouro Selic;07/03/2017;01/01/2011; R$ 4.534,69 ;1.359; R$ 6.160.834,25 
Tesouro IPCA+;15/05/2035;01/02/2011; R$ 491,75 ;143.971; R$ 70.797.967,73 
Tesouro IPCA+;15/05/2015;01/02/2011; R$ 1.495,80 ;588.491; R$ 880.264.568,98 
Tesouro Selic;07/03/2015;01/01/2011; R$ 4.534,92 ;21.076; R$ 95.577.948,46 
Tesouro Selic;07/03/2013;01/01/2011; R$ 4.535,43 ;34.793; R$ 157.801.170,38 
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/01/2011; R$ 2.017,47 ;178.329; R$ 359.774.044,16 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/01/2011; R$ 1.998,51 ;67.807; R$ 135.512.729,32 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/01/2011; R$ 1.910,69 ;13.581; R$ 25.949.420,54 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/01/2011; R$ 1.829,33 ;18.675; R$ 34.161.931,71 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/01/2011; R$ 1.997,63 ;29.887; R$ 59.702.383,49 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/01/2011; R$ 1.950,72 ;165.705; R$ 323.244.711,78 
Tesouro Selic;16/03/2011;01/01/2011; R$ 4.536,57 ;6.923; R$ 31.407.560,88 
Tesouro Selic;07/03/2014;01/01/2011; R$ 4.536,85 ;26.261; R$ 119.143.906,48 
Tesouro Selic;07/03/2012;01/01/2011; R$ 4.536,72 ;59.037; R$ 267.832.655,88 
Tesouro IPCA+;15/05/2015;01/08/2005; R$ 684,02 ;461; R$ 315.198,22 
Tesouro IPCA+;15/08/2024;01/08/2005; R$ 311,84 ;2.045; R$ 637.765,68 
Tesouro IPCA+ com Juros Semestrais;15/05/2007;01/08/2005; R$ 1.431,69 ;2.085; R$ 2.985.355,54 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/08/2005; R$ 1.073,01 ;3.128; R$ 3.356.790,10 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/08/2005; R$ 1.492,55 ;13.939; R$ 20.804.418,94 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/08/2005; R$ 1.289,17 ;2.302; R$ 2.967.669,49 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/08/2005; R$ 1.416,84 ;4.794; R$ 6.792.059,31 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/08/2005; R$ 1.139,83 ;6.712; R$ 7.650.771,56 
Tesouro IPCA+ com Juros Semestrais;15/08/2008;01/09/2005; R$ 1.353,86 ;395; R$ 535.317,98 
Tesouro IPCA+;15/05/2015;01/09/2005; R$ 690,57 ;860; R$ 593.886,43 
Tesouro IPCA+;15/08/2024;01/09/2005; R$ 314,22 ;5.361; R$ 1.684.665,22 
Tesouro IPCA+ com Juros Semestrais;15/05/2007;01/09/2005; R$ 1.448,00 ;3.732; R$ 5.403.368,33 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/09/2005; R$ 1.082,74 ;3.923; R$ 4.247.600,10 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/09/2005; R$ 1.508,09 ;13.579; R$ 20.478.603,35 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/09/2005; R$ 1.301,59 ;2.311; R$ 3.008.502,64 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/09/2005; R$ 1.429,96 ;4.929; R$ 7.048.266,39 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/09/2005; R$ 1.151,00 ;6.241; R$ 7.183.590,78 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/09/2005; R$ 1.824,80 ;127; R$ 232.114,95 
Tesouro Prefixado;01/10/2006;01/12/2005; R$ 883,55 ;40.022; R$ 35.361.364,84 
Tesouro Prefixado;01/04/2006;01/12/2005; R$ 957,69 ;62.339; R$ 59.701.002,46 
Tesouro Prefixado;01/01/2007;01/12/2005; R$ 850,01 ;38.831; R$ 33.006.489,28 
Tesouro Prefixado;01/04/2007;01/12/2005; R$ 820,22 ;5.039; R$ 4.132.780,61 
Tesouro Prefixado;01/01/2008;01/12/2005; R$ 730,75 ;39.073; R$ 28.553.075,95 
Tesouro Prefixado;01/07/2006;01/12/2005; R$ 920,60 ;86.730; R$ 79.843.187,37 
Tesouro Prefixado;01/07/2007;01/12/2005; R$ 787,17 ;24.868; R$ 19.575.517,95 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/12/2005; R$ 1.552,57 ;11.677; R$ 18.129.636,19 
Tesouro Prefixado com Juros Semestrais;01/01/2010;01/12/2005; R$ 874,22 ;2.151; R$ 1.880.456,25 
Tesouro Prefixado;01/01/2006;01/12/2005; R$ 1.000,00 ;87.448; R$ 87.447.800,00 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/12/2005; R$ 1.462,85 ;12.764; R$ 18.672.456,62 
Tesouro Selic;18/06/2008;01/12/2005; R$ 2.558,24 ;21.169; R$ 54.155.916,24 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/12/2005; R$ 934,43 ;34.127; R$ 31.889.571,31 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/12/2005; R$ 1.750,84 ;11.012; R$ 19.280.265,66 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/12/2005; R$ 1.675,56 ;20.900; R$ 35.018.815,42 
Tesouro Selic;17/03/2010;01/12/2005; R$ 2.542,48 ;5.315; R$ 13.513.255,96 
Tesouro Selic;17/01/2007;01/12/2005; R$ 2.559,10 ;29.105; R$ 74.482.182,43 
Tesouro Selic;18/03/2009;01/12/2005; R$ 2.550,99 ;24.690; R$ 62.982.829,86 
Tesouro Selic;18/01/2006;01/12/2005; R$ 2.574,48 ;12.082; R$ 31.105.402,74 
Tesouro IPCA+;15/05/2015;01/12/2005; R$ 720,86 ;3.952; R$ 2.848.541,55 
Tesouro IPCA+;15/08/2024;01/12/2005; R$ 326,91 ;18.561; R$ 6.067.606,69 
Tesouro IPCA+ com Juros Semestrais;15/08/2008;01/12/2005; R$ 1.420,70 ;3.373; R$ 4.791.459,85 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/12/2005; R$ 1.819,42 ;127; R$ 231.430,03 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/12/2005; R$ 2.444,61 ;15.040; R$ 36.766.862,26 
Tesouro Prefixado;01/07/2008;01/12/2005; R$ 691,41 ;1.351; R$ 934.367,15 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/11/2005; R$ 1.862,18 ;127; R$ 236.869,84 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/03/2002; R$ 783,12 ;134; R$ 105.095,31 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/03/2002; R$ 1.365,53 ;727; R$ 992.464,59 
Tesouro Prefixado;07/01/2004;01/03/2002; R$ 724,89 ;1.159; R$ 839.999,32 
Tesouro Prefixado;07/08/2002;01/03/2002; R$ 938,67 ;1.163; R$ 1.091.390,27 
Tesouro Prefixado;04/09/2002;01/03/2002; R$ 925,61 ;860; R$ 795.657,85 
Tesouro Prefixado;06/11/2002;01/03/2002; R$ 900,62 ;2.481; R$ 2.234.246,58 
Tesouro Prefixado;02/04/2003;01/03/2002; R$ 830,50 ;11.012; R$ 9.145.737,68 
Tesouro Prefixado;05/06/2002;01/03/2002; R$ 969,23 ;476; R$ 461.741,34 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/03/2002; R$ 891,26 ;300; R$ 267.022,74 
Tesouro IGPM+ com Juros Semestrais;01/07/2005;01/03/2002; R$ 1.060,36 ;1.203; R$ 1.275.400,92 
Tesouro Selic;16/02/2005;01/03/2002; R$ 1.308,59 ;54; R$ 70.663,59 
Tesouro Selic;17/01/2007;01/03/2002; R$ 1.294,96 ;152; R$ 196.834,56 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/07/2008; R$ 905,46 ;25.961; R$ 23.506.931,41 
Tesouro Prefixado com Juros Semestrais;01/01/2010;01/07/2008; R$ 966,00 ;36.493; R$ 35.251.673,70 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/07/2008; R$ 895,97 ;51.242; R$ 45.911.239,63 
Tesouro Selic;07/03/2015;01/03/2010; R$ 4.179,29 ;2.264; R$ 9.462.750,38 
Tesouro Selic;07/03/2013;01/03/2010; R$ 4.180,69 ;7.192; R$ 30.066.682,93 
Tesouro Selic;16/03/2011;01/03/2010; R$ 4.180,99 ;7.834; R$ 32.754.724,82 
Tesouro Selic;07/03/2014;01/03/2010; R$ 4.181,03 ;31.277; R$ 130.770.092,83 
Tesouro Selic;07/03/2012;01/03/2010; R$ 4.180,98 ;69.365; R$ 290.014.380,24 
Tesouro IPCA+;15/05/2035;01/04/2010; R$ 428,52 ;27.541; R$ 11.802.087,97 
Tesouro Prefixado com Juros Semestrais;01/01/2011;01/04/2010; R$ 1.006,25 ;32.229; R$ 32.430.278,13 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/04/2005; R$ 1.482,09 ;10.808; R$ 16.019.054,40 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/04/2005; R$ 1.074,98 ;2.276; R$ 2.446.222,79 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/04/2005; R$ 1.281,73 ;2.273; R$ 2.913.362,85 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/04/2005; R$ 1.405,98 ;4.209; R$ 5.917.495,31 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/04/2005; R$ 1.136,92 ;7.092; R$ 8.063.477,34 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/04/2005; R$ 2.427,30 ;18.206; R$ 44.192.377,58 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/04/2005; R$ 1.534,66 ;9.889; R$ 15.176.890,89 
Tesouro Prefixado;01/01/2007;01/04/2005; R$ 753,78 ;6.978; R$ 5.259.730,38 
Tesouro Prefixado;01/04/2006;01/04/2005; R$ 850,76 ;15.291; R$ 13.008.872,13 
Tesouro Prefixado;01/07/2006;01/04/2005; R$ 819,25 ;27.702; R$ 22.694.948,53 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/04/2005; R$ 1.450,06 ;16.747; R$ 24.284.726,21 
Tesouro Prefixado;01/10/2005;01/04/2005; R$ 927,39 ;57.677; R$ 53.488.898,72 
Tesouro Prefixado;01/01/2006;01/04/2005; R$ 892,40 ;63.262; R$ 56.455.617,22 
Tesouro Prefixado;01/07/2005;01/04/2005; R$ 973,00 ;41.504; R$ 40.383.221,37 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/04/2005; R$ 883,68 ;26.234; R$ 23.182.827,93 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/04/2005; R$ 1.724,88 ;15.351; R$ 26.478.642,80 
Tesouro IGPM+ com Juros Semestrais;01/12/2005;01/04/2005; R$ 1.856,62 ;46.832; R$ 86.949.057,81 
Tesouro IGPM+ com Juros Semestrais;01/07/2005;01/04/2005; R$ 1.866,88 ;1.815; R$ 3.389.127,16 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/04/2005; R$ 1.656,76 ;28.858; R$ 47.811.213,61 
Tesouro Selic;18/06/2008;01/04/2005; R$ 2.266,46 ;7.051; R$ 15.980.350,59 
Tesouro Selic;17/01/2007;01/04/2005; R$ 2.262,88 ;32.930; R$ 74.517.412,62 
Tesouro Selic;18/03/2009;01/04/2005; R$ 2.267,12 ;3.684; R$ 8.352.086,79 
Tesouro Selic;18/01/2006;01/04/2005; R$ 2.280,77 ;14.724; R$ 33.582.948,37 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/03/2005; R$ 1.059,52 ;2.164; R$ 2.292.376,08 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/03/2005; R$ 1.462,43 ;10.336; R$ 15.115.124,23 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/03/2005; R$ 1.263,43 ;2.274; R$ 2.872.533,21 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/03/2005; R$ 1.386,05 ;4.005; R$ 5.551.673,37 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/03/2005; R$ 1.120,56 ;7.154; R$ 8.016.227,16 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/03/2005; R$ 1.840,40 ;145; R$ 267.593,93 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/03/2005; R$ 2.384,97 ;17.918; R$ 42.732.989,53 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/03/2005; R$ 1.510,40 ;9.836; R$ 14.855.992,00 
Tesouro Prefixado;01/01/2007;01/03/2005; R$ 746,93 ;3.903; R$ 2.915.581,96 
Tesouro Prefixado;01/04/2006;01/03/2005; R$ 839,51 ;11.023; R$ 9.253.696,94 
Tesouro Prefixado;01/07/2006;01/03/2005; R$ 810,29 ;19.084; R$ 15.463.542,51 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/03/2005; R$ 1.480,69 ;16.827; R$ 24.915.346,12 
Tesouro Prefixado;01/10/2005;01/03/2005; R$ 914,34 ;48.936; R$ 44.743.852,62 
Tesouro Prefixado;01/01/2006;01/03/2005; R$ 880,53 ;59.489; R$ 52.381.641,22 
Tesouro Prefixado;01/04/2005;01/03/2005; R$ 999,37 ;10.288; R$ 10.281.954,60 
Tesouro Prefixado;01/07/2005;01/03/2005; R$ 960,07 ;42.188; R$ 40.503.640,89 
Tesouro IGPM+ com Juros Semestrais;01/07/2005;01/03/2005; R$ 1.835,48 ;1.855; R$ 3.404.822,34 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/03/2005; R$ 872,18 ;25.702; R$ 22.416.850,01 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/03/2005; R$ 1.752,05 ;15.519; R$ 27.190.109,30 
Tesouro IGPM+ com Juros Semestrais;01/12/2005;01/03/2005; R$ 1.827,15 ;47.302; R$ 86.427.690,39 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/03/2005; R$ 1.630,89 ;27.297; R$ 44.517.811,92 
Tesouro Selic;18/06/2008;01/03/2005; R$ 2.232,85 ;4.495; R$ 10.037.572,14 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/06/2010; R$ 2.333,00 ;13.280; R$ 30.982.235,37 
Tesouro Selic;07/03/2012;01/06/2010; R$ 4.273,78 ;65.509; R$ 279.971.603,15 
Tesouro Selic;07/03/2015;01/06/2010; R$ 4.272,06 ;6.832; R$ 29.188.454,63 
Tesouro Selic;07/03/2013;01/06/2010; R$ 4.272,74 ;18.014; R$ 76.970.797,64 
Tesouro Selic;16/03/2011;01/06/2010; R$ 4.273,74 ;7.502; R$ 32.059.904,37 
Tesouro Selic;07/03/2014;01/06/2010; R$ 4.273,85 ;29.661; R$ 126.765.728,88 
Tesouro Prefixado;01/01/2013;01/05/2010; R$ 739,36 ;228.880; R$ 169.225.171,01 
Tesouro Prefixado;01/01/2012;01/05/2010; R$ 841,42 ;322.825; R$ 271.630.639,69 
Tesouro Selic;07/03/2013;01/05/2010; R$ 4.239,39 ;15.077; R$ 63.917.260,28 
Tesouro Selic;16/03/2011;01/05/2010; R$ 4.240,28 ;7.626; R$ 32.338.102,44 
Tesouro Selic;07/03/2014;01/05/2010; R$ 4.240,37 ;30.140; R$ 127.805.490,71 
Tesouro Selic;07/03/2012;01/05/2010; R$ 4.240,30 ;66.722; R$ 282.920.525,59 
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/05/2010; R$ 1.912,06 ;127.428; R$ 243.649.095,69 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/05/2010; R$ 1.717,46 ;17.137; R$ 29.432.413,80 
Tesouro IPCA+ com Juros Semestrais;15/08/2010;01/05/2010; R$ 1.944,25 ;92.734; R$ 180.298.831,95 
Tesouro IPCA+;15/05/2015;01/05/2010; R$ 1.337,57 ;406.981; R$ 544.364.786,10 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/05/2010; R$ 1.880,77 ;72.614; R$ 136.569.937,85 
Tesouro IPCA+;15/08/2024;01/05/2010; R$ 723,86 ;249.023; R$ 180.258.994,88 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/05/2010; R$ 1.748,91 ;15.134; R$ 26.467.985,87 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/05/2010; R$ 1.829,08 ;99.394; R$ 181.799.815,36 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/05/2010; R$ 1.700,53 ;27.132; R$ 46.139.507,15 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/05/2010; R$ 1.633,50 ;37.767; R$ 61.691.922,44 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/05/2010; R$ 885,94 ;27.940; R$ 24.753.243,82 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/05/2010; R$ 958,73 ;156.707; R$ 150.239.193,97 
Tesouro Prefixado com Juros Semestrais;01/01/2011;01/05/2010; R$ 1.017,43 ;32.108; R$ 32.667.872,78 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/05/2010; R$ 944,86 ;20.218; R$ 19.103.480,95 
Tesouro Prefixado com Juros Semestrais;01/07/2010;01/05/2010; R$ 1.037,46 ;38.989; R$ 40.449.544,68 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/05/2010; R$ 904,76 ;295.233; R$ 267.114.659,10 
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/05/2010; R$ 984,87 ;44.739; R$ 44.062.227,19 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/05/2010; R$ 2.064,40 ;8.446; R$ 17.435.513,94 
Tesouro Prefixado;01/01/2011;01/05/2010; R$ 939,66 ;191.261; R$ 179.720.108,02 
Tesouro Prefixado;01/07/2010;01/05/2010; R$ 988,66 ;179.035; R$ 177.003.804,45 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/05/2010; R$ 1.921,61 ;8.337; R$ 16.020.495,35 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/05/2010; R$ 3.063,27 ;12.279; R$ 37.613.947,52 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/05/2010; R$ 2.297,29 ;13.295; R$ 30.541.534,54 
Tesouro IPCA+;15/05/2035;01/05/2010; R$ 432,53 ;39.294; R$ 16.995.636,52 
Tesouro Selic;07/03/2015;01/05/2010; R$ 4.238,62 ;5.268; R$ 22.327.340,39 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/05/2010; R$ 1.875,58 ;15.229; R$ 28.562.759,83 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/05/2010; R$ 1.802,26 ;14.134; R$ 25.473.465,53 
Tesouro Prefixado;01/10/2009;01/04/2009; R$ 949,06 ;120.447; R$ 114.311.367,98 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/04/2009; R$ 1.943,15 ;9.015; R$ 17.517.064,55 
Tesouro Prefixado;01/01/2010;01/04/2009; R$ 920,50 ;159.375; R$ 146.704.677,69 
Tesouro Prefixado;01/01/2011;01/04/2009; R$ 827,23 ;82.048; R$ 67.872.946,22 
Tesouro Prefixado;01/07/2010;01/04/2009; R$ 854,10 ;187.995; R$ 160.565.769,27 
Tesouro Prefixado;01/07/2009;01/04/2009; R$ 980,25 ;103.300; R$ 101.259.751,96 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/04/2009; R$ 2.935,21 ;12.798; R$ 37.565.966,19 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/04/2009; R$ 1.813,82 ;9.361; R$ 16.978.808,93 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/04/2009; R$ 2.145,61 ;14.129; R$ 30.316.218,58 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/04/2009; R$ 1.705,67 ;1.740; R$ 2.967.858,81 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/04/2009; R$ 1.713,39 ;15.996; R$ 27.407.336,83 
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/04/2009; R$ 1.724,91 ;47.334; R$ 81.647.264,56 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/04/2009; R$ 1.647,71 ;19.417; R$ 31.993.325,35 
Tesouro IPCA+;15/05/2015;01/04/2009; R$ 1.132,32 ;259.856; R$ 294.239.889,82 
Tesouro Selic;07/03/2013;01/04/2009; R$ 3.868,72 ;4.022; R$ 15.561.549,09 
Tesouro Selic;16/03/2011;01/04/2009; R$ 3.868,16 ;9.310; R$ 36.014.146,90 
Tesouro Selic;07/03/2014;01/04/2009; R$ 3.868,67 ;26.422; R$ 102.218.036,67 
Tesouro Selic;07/03/2012;01/04/2009; R$ 3.868,65 ;60.266; R$ 233.147.580,33 
Tesouro Selic;17/03/2010;01/04/2009; R$ 3.865,51 ;22.759; R$ 87.974.434,68 
Tesouro Prefixado;01/01/2012;01/04/2009; R$ 756,19 ;47.601; R$ 35.995.505,20 
Tesouro Selic;07/03/2013;01/03/2009; R$ 3.836,40 ;4.267; R$ 16.368.379,54 
Tesouro Selic;16/03/2011;01/03/2009; R$ 3.835,85 ;9.466; R$ 36.311.654,64 
Tesouro Selic;07/03/2014;01/03/2009; R$ 3.836,49 ;25.342; R$ 97.224.332,35 
Tesouro IPCA+ com Juros Semestrais;15/08/2010;01/04/2009; R$ 1.783,11 ;107.573; R$ 191.813.778,82 
Tesouro IPCA+;15/08/2024;01/04/2009; R$ 616,06 ;188.912; R$ 116.380.770,46 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/04/2009; R$ 1.778,72 ;82.991; R$ 147.617.428,93 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/04/2009; R$ 1.865,51 ;31.768; R$ 59.263.956,31 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/04/2009; R$ 1.512,20 ;25.905; R$ 39.173.729,37 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/04/2009; R$ 1.637,02 ;9.018; R$ 14.761.996,17 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/04/2009; R$ 1.700,77 ;47.527; R$ 80.832.124,47 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/04/2009; R$ 1.538,82 ;19.014; R$ 29.258.445,64 
Tesouro Prefixado com Juros Semestrais;01/01/2011;01/04/2009; R$ 974,70 ;37.760; R$ 36.804.801,86 
Tesouro Selic;07/03/2012;01/03/2009; R$ 3.836,46 ;58.690; R$ 225.163.390,80 
Tesouro Selic;17/03/2010;01/03/2009; R$ 3.833,01 ;23.066; R$ 88.412.951,00 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/04/2009; R$ 907,16 ;23.865; R$ 21.649.655,63 
Tesouro Prefixado com Juros Semestrais;01/07/2010;01/04/2009; R$ 1.000,05 ;46.526; R$ 46.528.003,09 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/04/2009; R$ 915,82 ;80.568; R$ 73.785.562,98 
Tesouro Prefixado com Juros Semestrais;01/01/2010;01/04/2009; R$ 1.009,63 ;50.045; R$ 50.527.147,75 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/04/2009; R$ 868,45 ;152.874; R$ 132.763.934,23 
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/04/2009; R$ 946,67 ;51.578; R$ 48.827.112,86 
Tesouro Prefixado;01/01/2012;01/03/2009; R$ 751,35 ;23.336; R$ 17.533.893,30 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/03/2009; R$ 1.933,88 ;9.048; R$ 17.497.017,43 
Tesouro Prefixado;01/10/2009;01/03/2009; R$ 939,84 ;122.874; R$ 115.481.098,08 
Tesouro Prefixado;01/01/2010;01/03/2009; R$ 910,40 ;152.257; R$ 138.614.127,70 
Tesouro Prefixado;01/04/2009;01/03/2009; R$ 999,49 ;22.494; R$ 22.482.627,06 
Tesouro Prefixado;01/01/2011;01/03/2009; R$ 817,66 ;75.209; R$ 61.494.992,01 
Tesouro Prefixado;01/07/2010;01/03/2009; R$ 844,96 ;190.658; R$ 161.097.898,96 
Tesouro Prefixado;01/07/2009;01/03/2009; R$ 970,98 ;105.107; R$ 102.056.193,67 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/03/2009; R$ 2.920,45 ;12.864; R$ 37.567.482,65 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/03/2009; R$ 1.870,70 ;9.368; R$ 17.525.471,13 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/03/2009; R$ 2.135,33 ;14.247; R$ 30.421.201,91 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/07/2002; R$ 818,96 ;7; R$ 5.405,11 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/07/2002; R$ 807,29 ;205; R$ 165.655,83 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/07/2002; R$ 1.394,80 ;1.285; R$ 1.792.602,15 
Tesouro Prefixado;07/01/2004;01/07/2002; R$ 762,19 ;3.275; R$ 2.495.861,32 
Tesouro Prefixado;07/08/2002;01/07/2002; R$ 996,49 ;1.154; R$ 1.150.148,65 
Tesouro Prefixado;02/10/2002;01/07/2002; R$ 967,27 ;3.418; R$ 3.306.143,79 
Tesouro Prefixado;04/09/2002;01/07/2002; R$ 982,59 ;830; R$ 815.939,13 
Tesouro Prefixado;08/01/2003;01/07/2002; R$ 922,13 ;417; R$ 384.896,88 
Tesouro Prefixado;06/11/2002;01/07/2002; R$ 953,84 ;2.523; R$ 2.406.153,02 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/07/2002; R$ 963,05 ;416; R$ 400.435,52 
Tesouro Prefixado;04/12/2002;01/07/2002; R$ 940,85 ;2.792; R$ 2.626.670,06 
Tesouro Prefixado;02/04/2003;01/07/2002; R$ 883,58 ;12.768; R$ 11.281.236,91 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/07/2002; R$ 1.024,99 ;148; R$ 151.288,10 
Tesouro IGPM+ com Juros Semestrais;01/07/2005;01/07/2002; R$ 1.111,28 ;1.703; R$ 1.892.503,75 
Tesouro Selic;16/02/2005;01/07/2002; R$ 1.359,04 ;724; R$ 984.491,21 
Tesouro Selic;17/01/2007;01/07/2002; R$ 1.345,39 ;435; R$ 584.706,53 
Tesouro Selic;21/01/2004;01/07/2002; R$ 1.381,19 ;699; R$ 965.449,42 
Tesouro Selic;18/01/2006;01/07/2002; R$ 1.342,45 ;137; R$ 183.915,29 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/02/2006; R$ 1.855,86 ;127; R$ 236.065,37 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/02/2006; R$ 2.421,26 ;21.602; R$ 52.305.087,92 
Tesouro Prefixado;01/07/2008;01/02/2006; R$ 717,08 ;19.188; R$ 13.759.592,74 
Tesouro Prefixado;01/10/2007;01/02/2006; R$ 802,14 ;89; R$ 71.069,81 
Tesouro Prefixado;01/10/2006;01/02/2006; R$ 909,82 ;62.027; R$ 56.433.207,62 
Tesouro Prefixado;01/04/2006;01/02/2006; R$ 984,34 ;59.762; R$ 58.826.496,62 
Tesouro Prefixado;01/01/2007;01/02/2006; R$ 874,69 ;50.345; R$ 44.036.196,41 
Tesouro Prefixado;01/04/2007;01/02/2006; R$ 848,29 ;18.858; R$ 15.996.761,91 
Tesouro Prefixado;01/01/2008;01/02/2006; R$ 751,41 ;43.051; R$ 32.349.368,63 
Tesouro Prefixado;01/07/2006;01/02/2006; R$ 945,70 ;89.475; R$ 84.616.530,35 
